No,NIM,OOP,RPB,RPL,PI,APSI,WEB,Statistik,Matdis,Alpro,Strukdat,SE,PO,SCM,EA,Basdat,Manjarkom,Sisop,MSDM,Desjar,KSI
1577,1202174159,4,0,0,0,0,0,2.5,3.5,3.5,0,0,3,0,0,0,0,0,3.5,3.5,0
1578,1202174161,3.5,0,0,0,0,0,4,2.5,2.5,0,0,3.5,0,0,0,0,0,0,4,0
1579,1202174164,3.5,0,0,0,0,0,2,1,3.5,0,0,2,0,0,0,0,0,0,2,0
1580,1202174167,4,0,0,0,0,0,3.5,4,3.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1581,1202174170,3,0,0,0,0,0,4,4,3.5,0,0,3.5,0,0,0,0,0,0,3,0
1582,1202174171,4,0,0,0,0,0,2.5,3.5,4,0,0,3.5,0,0,0,0,0,0,3.5,0
1583,1202174172,2.5,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,2,0
1584,1202174174,2,0,0,0,0,0,2,3,3,0,0,3.5,0,0,0,0,0,0,2.5,0
1585,1202174175,4,0,0,0,0,0,3.5,4,4,0,0,3,0,0,0,0,0,0,4,0
1586,1202174179,2.5,0,0,0,0,0,3,3.5,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1587,1202174181,4,0,0,0,0,0,4,4,3.5,0,0,4,0,0,0,0,0,0,4,0
1588,1202174183,4,0,0,0,0,0,3.5,3.5,4,0,0,3.5,0,0,0,0,0,0,3,0
1589,1202174185,3.5,0,0,0,0,0,3,2,3,0,0,3.5,0,0,0,0,0,0,3,0
1590,1202174189,4,0,0,0,0,0,3.5,4,4,0,0,3,0,0,0,0,0,0,3.5,0
1591,1202174191,1,0,0,0,0,0,2,2,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1592,1202174195,4,0,0,0,0,0,3,3.5,3,0,0,4,0,0,0,0,0,3,3,0
1593,1202174196,3.5,0,0,0,0,0,2.5,3,2.5,0,0,3,0,0,0,0,0,0,2,0
1594,1202174197,3.5,0,0,0,0,0,2.5,3.5,3.5,0,0,3,0,0,0,0,0,0,3,0
1595,1202174198,3.5,0,0,0,0,0,2,1,3,0,0,2.5,0,0,0,0,0,0,2.5,0
1596,1202174199,4,0,0,0,0,0,3.5,2.5,3.5,0,0,2,0,0,0,0,0,0,3.5,0
1597,1202174200,4,0,0,0,0,0,3.5,4,4,0,0,3.5,0,0,0,0,0,4,3.5,0
1598,1202174201,3.5,0,0,0,0,0,3.5,3.5,4,0,0,3.5,0,0,0,0,0,0,4,0
1599,1202174202,3.5,0,0,0,0,0,3.5,3,3,0,0,3,0,0,0,0,0,0,3.5,0
1600,1202174203,3.5,0,0,0,0,0,3.5,4,3.5,0,0,3.5,0,0,0,0,0,0,4,0
1601,1202174204,2,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0,0,0,2,0
1602,1202174205,3,0,0,0,0,0,2,2,2.5,0,0,2,0,0,0,0,0,0,3.5,0
1603,1202174208,3.5,0,0,0,0,0,3,2.5,4,0,0,3,0,0,0,0,0,0,3,0
1604,1202174209,0,0,0,0,0,0,0,1,2.5,0,0,3.5,0,0,0,0,0,0,0,0
1605,1202174210,4,0,0,0,0,0,3.5,3.5,4,0,0,3,0,0,0,0,0,0,3.5,0
1606,1202174212,4,0,0,0,0,0,4,4,4,0,0,3,0,0,0,0,0,0,4,0
1607,1202174216,2.5,0,0,0,0,0,2,2,2.5,0,0,3,0,0,0,0,0,0,2,0
1608,1202174218,3.5,0,0,0,0,0,3.5,3,3,0,0,2,0,0,0,0,0,0,3.5,0
1609,1202174219,3.5,0,0,0,0,0,3.5,4,4,0,0,2,0,0,0,0,0,0,3.5,0
1610,1202174220,2,0,0,0,0,0,3.5,2.5,3,0,0,3,0,0,0,0,0,0,3.5,0
1611,1202174221,2.5,0,0,0,0,0,3.5,2,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1612,1202174223,2.5,0,0,0,0,0,2,2.5,2.5,0,0,3.5,0,0,0,0,0,0,3,0
1613,1202174224,3.5,0,0,0,0,0,1,3.5,4,0,0,2.5,0,0,0,0,0,0,2,0
1614,1202174225,3.5,0,0,0,0,0,3,2.5,3,0,0,2.5,0,0,0,0,0,0,3.5,0
1615,1202174227,0,0,0,0,0,0,2,2.5,2.5,0,0,2,0,0,0,0,0,0,3,0
1616,1202174233,3.5,0,0,0,0,0,3,3.5,3.5,0,0,3,0,0,0,0,0,0,3.5,0
1617,1202174235,4,0,0,0,0,0,4,3.5,4,0,0,3.5,0,0,0,0,0,0,3.5,0
1618,1202174237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,1202174238,3.5,0,0,0,0,0,2.5,2,4,0,0,2,0,0,0,0,0,0,3.5,0
1620,1202174239,4,0,0,0,0,0,4,4,3.5,0,0,4,0,0,0,0,0,3.5,3.5,0
1621,1202174241,3.5,0,0,0,0,0,3.5,3.5,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1622,1202174245,3.5,0,0,0,0,0,4,4,3.5,0,0,4,0,0,0,0,0,0,4,0
1623,1202174246,3.5,0,0,0,0,0,3,3.5,3.5,0,0,2.5,0,0,0,0,0,0,2.5,0
1624,1202174252,4,0,0,0,0,0,3.5,1,4,0,0,3,0,0,0,0,0,0,3.5,0
1625,1202174253,2.5,0,0,0,0,0,2.5,2,3,0,0,2.5,0,0,0,0,0,0,3.5,0
1626,1202174254,2.5,0,0,0,0,0,1,2,2.5,0,0,2.5,0,0,0,0,0,0,1,0
1627,1202174255,2.5,0,0,0,0,0,2.5,2.5,3.5,0,0,3.5,0,0,0,0,0,2.5,2.5,0
1628,1202174259,4,0,0,0,0,0,3.5,3.5,3.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1629,1202174261,0,0,0,0,0,0,0,1,3.5,0,0,2.5,0,0,0,0,0,0,0,0
1630,1202174264,4,0,0,0,0,0,3.5,3.5,3.5,0,0,2,0,0,0,0,0,2.5,3.5,0
1631,1202174266,4,0,0,0,0,0,3.5,4,4,0,0,2.5,0,0,0,0,0,0,4,0
1632,1202174267,2,0,0,0,0,0,3.5,2,3,0,0,2.5,0,0,0,0,0,0,3.5,0
1633,1202174269,2,0,0,0,0,0,3,3.5,3,0,0,3,0,0,0,0,0,2,3,0
1634,1202174271,4,0,0,0,0,0,4,4,4,0,0,3.5,0,0,0,0,0,4,4,0
1635,1202174273,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
1636,1202174274,3.5,0,0,0,0,0,2.5,3.5,4,0,0,3.5,0,0,0,0,0,2,3,0
1637,1202174275,2.5,0,0,0,0,0,2.5,3.5,2.5,0,0,3,0,0,0,0,0,0,3.5,0
1638,1202174278,3,0,0,0,0,0,2,2,4,0,0,2,0,0,0,0,0,0,2.5,0
1639,1202174281,4,0,0,0,0,0,2,2.5,2.5,0,0,2,0,0,0,0,0,0,3.5,0
1640,1202174282,3.5,0,0,0,0,0,3.5,3.5,3,0,0,3,0,0,0,0,0,0,3.5,0
1641,1202174284,4,0,0,0,0,0,3.5,1,3,0,0,2.5,0,0,0,0,0,0,3.5,0
1642,1202174288,3.5,0,0,0,0,0,3.5,2,3.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1643,1202174290,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0
1644,1202174292,3,0,0,0,0,0,3.5,4,3.5,0,0,3.5,0,0,0,0,0,0,2.5,0
1645,1202174294,3,0,0,0,0,0,3.5,2,3,0,0,3.5,0,0,0,0,0,0,3.5,0
1646,1202174295,4,0,0,0,0,0,3.5,3,3.5,0,0,2.5,0,0,0,0,0,0,3,0
1647,1202174296,2,0,0,0,0,0,2,2,2,0,0,3.5,0,0,0,0,0,0,2,0
1648,1202174299,3.5,0,0,0,0,0,3.5,4,4,0,0,3.5,0,0,0,0,0,0,3.5,0
1649,1202174302,4,0,0,0,0,0,4,4,4,0,0,3.5,0,0,0,0,0,4,3.5,0
1650,1202174308,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0
1651,1202174309,3,0,0,0,0,0,4,2,2.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1652,1202174310,3.5,0,0,0,0,0,3.5,4,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1653,1202174311,3.5,0,0,0,0,0,3.5,2,3,0,0,2,0,0,0,0,0,0,2.5,0
1654,1202174313,3,0,0,0,0,0,4,4,3.5,0,0,3.5,0,0,0,0,0,3.5,3,0
1655,1202174318,3.5,0,0,0,0,0,3,3.5,3.5,0,0,4,0,0,0,0,0,0,3.5,0
1656,1202174320,2.5,0,0,0,0,0,2,2.5,3,0,0,3.5,0,0,0,0,0,0,2,0
1657,1202174321,4,0,0,0,0,0,4,4,4,0,0,3.5,0,0,0,0,0,0,3.5,0
1658,1202174322,3.5,0,0,0,0,0,2.5,3,4,0,0,3.5,0,0,0,0,0,0,2,0
1659,1202174324,4,0,0,0,0,0,4,4,4,0,0,3.5,0,0,0,0,0,0,3.5,0
1660,1202174325,4,0,0,0,0,0,4,4,4,0,0,4,0,0,0,0,0,3.5,3.5,0
1661,1202174326,4,0,0,0,0,0,4,4,3.5,0,0,4,0,0,0,0,0,0,4,0
1662,1202174335,2.5,0,0,0,0,0,3.5,1,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0
1663,1202174340,3,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,3.5,0
1664,1202174342,4,0,0,0,0,0,1,2,2.5,0,0,2.5,0,0,0,0,0,0,3.5,0
1665,1202174345,4,0,0,0,0,0,3,4,4,0,0,2.5,0,0,0,0,0,4,3,0
1666,1202174347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,1202174351,3.5,0,0,0,0,0,3.5,2,3.5,0,0,2.5,0,0,0,0,0,0,3,0
1668,1202174352,3.5,0,0,0,0,0,2.5,2.5,3,0,0,2.5,0,0,0,0,0,0,3.5,0
1669,1202174354,3.5,0,0,0,0,0,3,3.5,4,0,0,3.5,0,0,0,0,0,3,2,0
1670,1202174355,3.5,0,0,0,0,0,3.5,3,3,0,0,3.5,0,0,0,0,0,0,3,0
1671,1202174359,4,0,0,0,0,0,4,4,4,0,0,3,0,0,0,0,0,3,3.5,0
1672,1202174363,0,0,0,0,0,0,0,2.5,3.5,0,0,3.5,0,0,0,0,0,0,0,0
1673,1202174368,2.5,0,0,0,0,0,2,3.5,3.5,0,0,3.5,0,0,0,0,0,3,3,0
1674,1202174372,4,0,0,0,0,0,4,3.5,4,0,0,3,0,0,0,0,0,3.5,3,0
1675,1202174374,3.5,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,3.5,0
1676,1202174375,2,0,0,0,0,0,3,2,3.5,0,0,3,0,0,0,0,0,0,2,0
1677,1202174376,2,0,0,0,0,0,1,2,2,0,0,2.5,0,0,0,0,0,0,2,0
1678,1202174378,4,0,0,0,0,0,3.5,3.5,4,0,0,3.5,0,0,0,0,0,0,3,0
1679,1202174380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,1202174387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1681,1202174388,2.5,0,0,0,0,0,3,3.5,2.5,0,0,3,0,0,0,0,0,0,3,0
1682,1202174390,3.5,0,0,0,0,0,2,3.5,3,0,0,2.5,0,0,0,0,0,0,3,0
1683,1202174399,3.5,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,3.5,0
