No,NIM,OOP,RPB,RPL,PI,APSI,WEB,Statistik,Matdis,Alpro,Strukdat,SE,PO,SCM,EA,Basdat,Manjarkom,Sisop,MSDM,Desjar,KSI,Pilihan 1,Pilihan 2,Peminatan
366,1202164315,4,4,3.5,4,3.5,3.5,4,4,3.5,0,3.5,2.5,4,3.5,3.5,3.5,3,3.5,4,0,EDM,EA,EDM
367,1202164317,1,0,0,2,0,0,0,2.5,2.5,0,2.5,3,2.5,2,0,0,0,0,0,0,ERP,ERP,ERP
368,1202164318,0,0,0,0,0,0,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,
369,1202164323,4,4,4,3.5,4,4,3.5,3,4,0,4,3,4,4,4,4,4,4,4,0,ERP,TECHNO,ERP
370,1202164328,3.5,3.5,4,3.5,3.5,4,2,2.5,3.5,0,3,3.5,3.5,3.5,3.5,3.5,4,3.5,3.5,0,ISM,EDM,ISM
371,1202164329,3.5,3.5,3.5,4,3,3.5,2,2.5,3.5,0,3.5,2.5,2,3,3.5,3,3.5,3,2.5,0,TECHNO,EA,TECHNO
372,1202164331,4,4,4,3,4,4,3,4,4,0,4,3,4,4,4,3.5,3.5,3.5,3.5,0,ERP,EDM,ERP
373,1202164334,3,3.5,3.5,3.5,4,3.5,1,2,3.5,0,2.5,2.5,3.5,4,3,2,3,3.5,3.5,0,EIM,EDM,EIM
374,1202164335,3.5,3,3.5,3.5,4,3.5,2.5,4,4,0,3.5,3,4,4,3.5,2,3,3.5,3,0,EA,EDM,EAA
375,1202164344,3,0,3,0,3,3,0,2,1,0,2,3.5,0,0,2.5,3.5,2,2,3,0,0,0,
376,1202164345,3,2.5,3.5,3.5,3.5,3.5,2,2.5,2,0,3.5,3.5,0,2.5,3,3.5,3.5,3,2,0,EIM,EAD,EIM
377,1202164346,3.5,0,0,0,3,0,1,0,1,0,2,2,2,0,2.5,2.5,2.5,0,2,0,0,0,
378,1202164348,3,3,2,3.5,2,2,3,1,3.5,0,3,1,0,2.5,0,2.5,2,2.5,3.5,0,EIM,EAD,EIM
379,1202164349,2,3.5,2,3.5,3.5,2,2,2,3.5,0,2.5,1,0,3,2,3.5,2.5,3,3.5,0,EIM,TECHNO,EIM
380,1202164350,3.5,3.5,3.5,4,4,3.5,3,2,4,0,3.5,3.5,3.5,4,3,2,3.5,3.5,3.5,0,ISM,EAD,ISM
381,1202164351,2.5,2.5,3,3.5,3.5,3,0,2,3,0,2,2,2.5,3,1,1,2,2.5,2,0,ERP,ERP,ERP
382,1202164359,3.5,3.5,3.5,3.5,4,3.5,1,2,3.5,0,3,3,3.5,4,3,2,2.5,4,2.5,0,EA,EAD,EAA
383,1202164361,0,0,0,0,0,0,0,1,3.5,0,3.5,2.5,0,0,0,0,0,0,0,0,0,0,
384,1202164363,3,3.5,3.5,3.5,3.5,3.5,4,4,3.5,0,4,3.5,4,3.5,3.5,3,3.5,4,2,0,ERP,EDM,ERP
385,1202164364,4,3.5,4,4,4,4,3,2.5,4,0,4,2,3,3.5,3.5,3.5,3.5,2.5,2.5,0,EDM,EA,EDM
386,1202164366,2.5,3.5,2,3,3,2,2.5,3,2,0,2.5,2,3,3,2,3,2,3,3.5,0,ISM,TECHNO,ISM
387,1202164367,2.5,3.5,3,4,4,3,2.5,2,3,0,2.5,2.5,3,3.5,2,1,2,3.5,2.5,0,ISM,EAD,ISM
388,1202164368,4,3.5,3.5,4,4,3.5,4,4,4,0,3.5,3.5,4,4,3.5,2.5,4,4,4,0,ISM,EDM,ISM
389,1202164371,3.5,3.5,3.5,3.5,2.5,3.5,2.5,3.5,4,0,3.5,4,3.5,3,2,3,3.5,4,2,0,ERP,EAD,ERP
390,1202164373,2,3,0,3,3.5,0,1,2,3,0,3.5,2,0,2,2.5,3,2.5,2,2,0,EIM,EDM,EDM
391,1202164374,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.5,0,3,2,3,4,3.5,3,3.5,3.5,4,0,ERP,EDM,ERP
392,1202164377,2,0,2,1,0,2,0,2,3.5,0,2,2,0,3.5,0,0,2,0,2.5,0,ISM,ISM,ISM
393,1202164379,0,0,0,0,0,0,0,2,0,0,2.5,2,0,0,0,0,0,0,0,0,0,0,
394,1202164387,3.5,3.5,4,3.5,4,4,4,3.5,4,0,3,3.5,4,4,3.5,3,3.5,3.5,3.5,0,EDM,EIM,EDM
395,1202164388,0,0,0,0,0,0,0,1,1,0,2.5,2,0,0,0,0,0,0,0,0,0,0,
396,1202164390,4,4,4,4,4,4,3,4,4,0,4,3.5,4,3.5,4,3.5,4,3.5,3.5,0,ERP,TECHNO,ERP
397,1202164391,4,3.5,3.5,3.5,4,3.5,4,4,4,0,3.5,4,4,4,4,3.5,4,4,4,0,EIM,EDM,EIM
398,1202164392,3.5,3.5,3.5,3.5,3,3.5,2,2,2,0,2.5,2,3.5,3.5,3.5,3,3.5,3.5,2,0,EA,EDM,EDM
399,1202164393,0,3,0,3,2.5,0,0,1,2,0,2.5,2,0,0,0,2.5,0,0,0,0,0,0,
400,1202164394,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,
401,1202164395,2.5,4,2.5,3.5,3.5,2.5,2,3,3.5,0,2.5,2,3,3.5,2.5,3.5,3,3.5,3.5,0,EIM,EDM,EIM
402,1202164397,3,2,3.5,3.5,3.5,3.5,2.5,4,4,0,3.5,3,3,3.5,2.5,1,2.5,3.5,2.5,0,ERP,ERP,ERP
403,1202164399,3,3,3,3.5,3,3,2,2,3,0,3,3,2,2.5,2.5,3,2.5,3,2.5,0,ISM,EAD,ISM
